1,C:\myWorks\Sandbox\paradox-reader\ParadoxTest\data\SecAna.db,CHAN_001,GEFJ2.1.BL1_ACT,风机叶片实际角度1
2,C:\myWorks\Sandbox\paradox-reader\ParadoxTest\data\SecAna.db,CHAN_002,GEFJ2.1.BL1_SET_V,风机叶片设定角度1
3,C:\myWorks\Sandbox\paradox-reader\ParadoxTest\data\SecAna.db,CHAN_003,GEFJ2.1.BL2_ACT,风机叶片实际角度2
